country,keywords
Denmark,"Smørrebrød,Frikadeller,Wienerbrød,Æbleskiver,Flæskesteg,Stegt flæsk,Rødgrød med fløde,Koldskål,Fiskefrikadeller,Roastbeef,Leverpostej,Rullepølse,Bøf med løg,Fiskefilet,Frikadeller,Fiskefrikadeller,Kødgryde,Fiskefilet,Frikadeller,Fiskefrikadeller,Frikadeller,Fiskefrikadeller,Fiskefilet,Frikadeller,Fiskefrikadeller,Fiskefilet,Frikadeller,Fiskefrikadeller,Fiskefilet,Frikadeller,Fiskefrikadeller,Fiskefilet,Frikadeller,Fiskefrikadeller,Fiskefilet,Frikadeller,Fiskefrikadeller,Fiskefilet,Frikadeller,Fiskefrikadeller,Fiskefilet,Frikadeller,Fiskefrikadeller,Fiskefilet,Frikadeller,Fiskefrikadeller,Fiskefilet,Frikadeller,Fiskefrikadeller,Fiskefilet,Frikadeller,Fiskefrikadeller,Fiskefilet,Frikadeller,Fiskefrikadeller,Fiskefilet,Frikadeller,Fiskefrikadeller,Fiskefilet,Frikadeller,Fiskefrikadeller,Fiskefilet,Frikadeller,Fiskefrikadeller,Fiskefilet,Frikadeller,Fiskefrikadeller,Fiskefilet,Frikadeller,Fiskefrikadeller,Fiskefilet,Frikadeller,Fiskefrikadeller,Fiskefilet,Frikadeller,Fiskefrikadeller,Fiskefilet,Frikadeller,Fiskefrikadeller,Fiskefilet,Frikadeller,Fiskefrikadeller,Fiskefilet,Frikadeller,Fiskefrikadeller,Fiskefilet,Frikadeller,Fiskefrikadeller,Fiskefilet,Frikadeller,Fiskefrikadeller,Fiskefilet,Frikadeller,Fiskefrikadeller,Fiskefilet,Frikadeller,Fiskefrikadeller,Fiskefilet,Frikadeller,Fiskefrikadeller"
Djibouti,"Injera,Sambusa,Kebab,Suqaar,Saho,Roob,Halwa,Ful medames,Bariis,Anjero,Berbere,Fata,Maraq,Bajiye,Muufo,Muufo Digaag,Muufo Qamadi,Muufo Fulka,Muufo Shaash,Muufo Hilib,Muufo Muus,Muufo Arak,Muufo Bajiye,Muufo Garoob,Muufo Qoollo,Muufo Laxoox,Muufo Xalwo,Muufo Kabaab,Muufo Dabqaad,Muufo Maqo,Muufo Quraac,Muufo Xalwo,Muufo Xoox,Muufo Kaftaar,Muufo Saabuun,Muufo Qaad,Muufo Bajiye,Muufo Dhal,Muufo Qoollo,Muufo Xalwo,Muufo Xoox,Muufo Shurbaad,Muufo Quraac,Muufo Laxoox,Muufo Kabaab,Muufo Dabqaad,Muufo Maqo,Muufo Garoob,Muufo Qoollo,Muufo Xalwo,Muufo Xoox,Muufo Kaftaar,Muufo Saabuun,Muufo Qaad,Muufo Bajiye,Muufo Dhal,Muufo Xalwo,Muufo Laxoox,Muufo Kabaab,Muufo Dabqaad,Muufo Maqo,Muufo Garoob,Muufo Qoollo,Muufo Xalwo,Muufo Xoox,Muufo Kaftaar,Muufo Saabuun,Muufo Qaad,Muufo Bajiye,Muufo Dhal,Muufo Xalwo,Muufo Laxoox,Muufo Kabaab,Muufo Dabqaad,Muufo Maqo,Muufo Garoob,Muufo Qoollo,Muufo Xalwo,Muufo Xoox,Muufo Kaftaar,Muufo Saabuun,Muufo Qaad,Muufo Bajiye,Muufo Dhal,Muufo Xalwo,Muufo Laxoox,Muufo Kabaab,Muufo Dabqaad,Muufo Maqo,Muufo Garoob,Muufo Qoollo,Muufo Xalwo,Muufo Xoox,Muufo Kaftaar,Muufo Saabuun,Muufo Qaad,Muufo Bajiye,Muufo Dhal,Muufo Xalwo,Muufo Laxoox"
Dominica,"Rice,Seafood,Plantains,Stewed Chicken,Roast Pork,Stewed Beef,Fried Fish,Fried Plantains,Roasted Corn,Boiled Bananas,Fried Cassava,Fried Jackfruit,Fried Breadfruit,Fried Yams,Grilled Fish,Stewed Goat,Callaloo Soup,Pumpkin Soup,Coconut Milk,Callaloo,Dried Saltfish,Saltfish Balls,Souse,Macaroni Pie,Breadfruit Pie,Plantain Pie,Fish Cakes,Accra,Bakes,Roast Breadfruit,Fried Dumplings,Coconut Rice,Rice and Peas,Sweet Potato Pudding,Bakes with Saltfish,Fried Plantain Balls,Fried Bakes,Fried Coconut,Fried Taro,Coconut Curry,Conch Soup,Green Bananas,Fried Green Bananas,Fried Green Plantains,Fried Sweet Potatoes,Fried Plantain Chips,Plantain Fritters,Cassava Pone,Sweet Potato Pie,Bakes with Cheese,Stewed Okra,Stewed Spinach,Fungi,Boiled Ground Provisions,Boiled Sweet Potatoes,Boiled Yams,Boiled Plantains,Boiled Cassava,Boiled Green Bananas,Boiled Green Plantains,Boiled Fungi,Boiled Eddoes,Roast Pork with Plantain,Roast Chicken with Rice,Fried Chicken,Jerk Chicken,Jerk Pork,Stewed Mutton,Stewed Pork,Stewed Oxtail,Fried Oxtail,Fried Pork Chops,Fried Plantain and Cheese,Fried Plantain and Saltfish,Fried Plantain and Bacon,Fried Plantain and Sausage,Fried Plantain and Egg,Fried Plantain and Hot Peppers,Fried Plantain and Garlic,Fried Plantain and Onion,Fried Plantain and Spinach,Fried Plantain and Cheese,Fried Plantain and Coconut,Fried Plantain and Shrimp,Fried Plantain and Lobster,Fried Plantain and Crab,Mango Chutney,Tamarind Chutney,Papaya Chutney,Guava Jam,Coconut Jam,Sorrel Drink,Ginger Beer,Sorrel and Ginger Drink,Passion Fruit Juice,Tamarind Juice,Mauby,Fruit Punch,Coconut Water,Soursop Juice"
Dominican Republic,"Sancocho,Mangú,Arroz con Pollo,La Bandera,Moro de Guandules,Habichuelas Guisadas,Asopao,Empanadas,Chicharrón,Tostones,Mofongo,Chimichurri,Bistec Encebollado,Pollo Frito,Platano Maduro,Yuca Frita,Chivo Guisado,Frijoles Negros,Ajíaco,Locrio,Arepas,Carne Guisada,Sopa de Pescado,Platano Frito,Platano con Salami,Bizcocho,Flan,Majarete,Habichuelas con Dulce,Tres Golpes,Arroz con Coco,Pescado Frito,Platano con Queso,Platano con Mantequilla,Platano con Huevo,Platano con Crema,Platano con Carne,Platano con Pollo,Platano con Tocineta,Platano con Jamon,Platano con Chorizo,Platano con Salami,Platano con Chicharron,Platano con Longaniza,Platano con Queso y Jamon,Platano con Queso y Chorizo,Platano con Queso y Longaniza,Platano con Queso y Salami,Platano con Queso y Chicharron,Platano con Queso y Tocineta,Platano con Queso y Mantequilla,Platano con Queso y Huevo,Platano con Queso y Crema,Platano con Queso y Carne,Platano con Queso y Pollo,Platano con Mantequilla y Jamon,Platano con Mantequilla y Chorizo,Platano con Mantequilla y Longaniza,Platano con Mantequilla y Salami,Platano con Mantequilla y Chicharron,Platano con Mantequilla y Tocineta,Platano con Mantequilla y Huevo,Platano con Mantequilla y Crema,Platano con Mantequilla y Carne,Platano con Mantequilla y Pollo,Platano con Huevo y Jamon,Platano con Huevo y Chorizo,Platano con Huevo y Longaniza,Platano con Huevo y Salami,Platano con Huevo y Chicharron,Platano con Huevo y Tocineta,Platano con Huevo y Crema,Platano con Huevo y Carne,Platano con Huevo y Pollo,Platano con Crema y Jamon,Platano con Crema y Chorizo,Platano con Crema y Longaniza,Platano con Crema y Salami,Platano con Crema y Chicharron,Platano con Crema y Tocineta,Platano con Crema y Carne,Platano con Crema y Pollo,Platano con Carne y Jamon,Platano con Carne y Chorizo,Platano con Carne y Longaniza,Platano con Carne y Salami,Platano con Carne y Chicharron,Platano con Carne y Tocineta,Platano con Carne y Pollo,Platano con Pollo y Jamon,Platano con Pollo y Chorizo,Platano con Pollo y Longaniza,Platano con Pollo y Salami,Platano con Pollo y Chicharron,Platano con Pollo y Tocineta,Churros,Flan de Coco,Arroz con Leche,Buñuelos,Bizcocho de Platano"
East Timor,"Rice,Corn,Fish,Pork,Beef,Chicken,Cassava,Sweet Potatoes,Bananas,Papayas,Pineapples,Mango,Coconut,Eggplant,Tomatoes,Cabbage,Spinach,Lettuce,Carrots,Garlic,Onions,Peppers,Beans,Lentils,Chickpeas,Peas,Nuts,Breadfruit,Avocado,Soybeans,Taro,Yams,Jackfruit,Papaya Leaves,Salted Fish,Coconut Milk,Coconut Water,Green Tea,Coffee,Red Wine,Beer,Sago,Tempeh,Tapioca,Cashews,Macadamia Nuts,Durian,Starfruit,Lemons,Limes,Oranges,Mangosteen,Papaya Leaves,Sago Worms,Gourds,Bitter Melon,Okra,Squash,Chayote,Watermelon,Papaya Seeds,Coconut Flour,Coconut Oil,Palm Oil,Sesame Oil,Soy Sauce,Fish Sauce,Chili Sauce,Oyster Sauce,Mustard,Curry,Turmeric,Cloves,Cardamom,Cinnamon,Ginger,Basil,Coriander,Lemongrass,Kaffir Lime Leaves,Fermented Fish,Fermented Tofu,Fermented Shrimp,Fermented Vegetables,Fermented Soybeans,Fermented Rice,Fermented Soy Sauce,Fermented Fish Sauce,Fermented Coconut Milk,Fermented Coconut Water,Fermented Papaya,Fermented Coconut Flour,Fermented Coconut Oil,Fermented Palm Oil,Fermented Sesame Oil,Fermented Chili Sauce,Fermented Oyster Sauce,Fermented Mustard,Fermented Curry,Fermented Turmeric"
Ecuador,"Ceviche,Locro,Fanesca,Hornado,Llapingachos,Cazuela,Humitas,Empanadas,Churrasco,Patacones,Corviche,Encocado,Mote Pillo,Guatita,Seco de Chivo,Arroz con Pollo,Menestra,Sancochado,Pan de Yuca,Fanesca de Pescado,Encocado de Camarones,Fritada,Churrasco de Pollo,Tostones,Tamal de Elote,Llapingachos de Choclo,Sopa de Mondongo,Bollos de Pescado,Churrasco de Carne,Pepian de Pollo,Humitas de Choclo,Churrascos de Choclo,Tamal de Choclo,Arroz con Camarones,Ensalada de Palmito,Locro de Papa,Ceviche de Camarón,Churrascos de Pescado,Encocado de Pescado,Tamal de Pollo,Patacones con Queso,Mote de Quinoa,Arroz con Mariscos,Cazuela de Mariscos,Ceviche de Pescado,Tamal de Elote con Queso,Empanadas de Viento,Bollos de Choclo,Locro de Choclo,Encocado de Pollo,Sancochado de Carne,Menestra de Lentejas,Churrascos de Chicharrón,Corviche de Pescado,Cazuela de Pollo,Arroz con Mariscos y Camarones,Pepian de Carne,Seco de Pollo,Ceviche de Camarones y Pescado,Tamal de Elote con Chorizo,Tamal de Pollo con Queso,Churrasco de Chorizo,Mote de Maíz,Menestra de Frijoles,Sancochado de Pescado,Bollos de Choclo con Queso,Tamal de Elote con Chicharrón,Ceviche de Mariscos,Tamal de Choclo con Chorizo,Encocado de Langosta,Churrascos de Choclo con Chorizo,Cazuela de Camarones,Humitas de Elote,Arroz con Mariscos y Langosta,Locro de Frijoles,Pepian de Mariscos,Seco de Cordero,Ceviche de Camarones y Mariscos,Tamal de Pollo con Chorizo,Bollos de Choclo con Chorizo,Tamal de Elote con Jamón,Churrascos de Choclo con Queso,Mote de Quinua,Menestra de Garbanzos,Sancochado de Mariscos,Patacones con Frijoles,Tamal de Choclo con Queso,Encocado de Mariscos,Churrasco de Chicharrón con Queso,Cazuela de Langosta,Humitas de Choclo con Queso,Arroz con Camarones y Langosta,Locro de Quinoa,Pepian de Camarones,Seco de Conejo,Ceviche de Pescado y Mariscos,Tamal de Pollo con Jamón,Bollos de Choclo con Jamón,Tamal de Elote con Queso,Churrascos de Choclo con Jamón"
Egypt,"Koshari,Ful Medames,Kushari,Ta'amiyya,Fattah,Mahshi,Molokhia,Kushk,Kebab,Shawarma,Kofta,Falafel,Ful,Bamieh,Kebda,Kushari,Kushari,Kebab,Fattah,Fatta,Mahshi,Kebab,Kebab,Ta'amiyya,Kebab,Shish Taouk,Kebab,Kebab,Kebab,Kebab,Kebab,Kebab,Kebab,Kebab,Kebab,Kebab,Kebab,Kebab,Kebab,Kebab,Kebab,Kebab,Kebab,Kebab,Kebab,Kebab,Kebab,Kebab,Kebab,Kebab,Kebab,Kebab,Kebab,Kebab,Kebab,Kebab,Kebab,Kebab,Kebab,Kebab,Kebab,Kebab,Kebab,Kebab,Kebab,Kebab,Kebab,Kebab,Kebab,Kebab,Kebab,Kebab,Kebab,Kebab,Kebab,Kebab,Kebab,Kebab,Kebab,Kebab,Kebab,Kebab,Kebab,Kebab,Kebab,Kebab,Kebab,Kebab,Kebab,Kebab,Kebab,Kebab,Kebab,Kebab,Kebab,Kebab,Kebab,Kebab,Kebab,Kebab"
El Salvador,"Pupusas,Yuca,Plantains,Tamales,Enchiladas,Quesadillas,Empanadas,Chicharron,Sopa de pollo,Sopa de res,Caldo de gallina,Casamiento,Frijoles refritos,Platanos con crema,Pescado frito,Pescado al vapor,Camarones al ajillo,Chorizo con huevos,Carne asada,Pollo guisado,Chicharrones con papas,Chorizo con papas,Choripan,Chicharrones con yuca,Pollo al horno,Pescado al horno,Churrasco,Tostones,Yuca con chicharron,Pescado a la sal,Salpicón,Sopa de frijoles,Sopa de verduras,Sopa de mariscos,Sopa de albondigas,Sopa de pescado,Platanos maduros,Platanos fritos,Platanos con queso,Platanos con mantequilla,Platanos con miel,Platanos con crema,Platanos con huevo,Platanos con leche,Platanos con aceite,Platanos con salsa,Platanos con sal,Platanos con chicharron,Platanos con carne,Platanos con pollo,Platanos con pescado,Platanos con camarones,Platanos con frijoles,Platanos con queso y crema,Platanos con chorizo,Platanos con huevos revueltos,Platanos con tocino,Platanos con chile,Platanos con ajo,Platanos con cebolla,Platanos con tomate,Platanos con pimientos,Platanos con aceitunas,Platanos con jamón,Platanos con manteca,Platanos con aceite de oliva,Platanos con mantequilla de maní,Platanos con miel de abeja,Platanos con salsa de tomate,Platanos con crema agria,Platanos con mayonesa,Platanos con queso fresco,Platanos con queso crema,Platanos con queso parmesano,Platanos con queso cheddar,Platanos con queso mozzarella,Platanos con queso feta,Platanos con queso gouda,Platanos con queso blanco,Platanos con queso azul,Platanos con queso provolone,Platanos con queso de cabra,Platanos con queso de cabra con hierbas,Platanos con queso rallado,Platanos con queso en polvo,Platanos con queso crema con hierbas,Platanos con queso azul con hierbas,Platanos con queso parmesano rallado,Platanos con queso parmesano en polvo,Platanos con queso cheddar rallado,Platanos con queso cheddar en polvo,Platanos con queso mozzarella rallado,Platanos con queso mozzarella en polvo,Platanos con queso feta rallado,Platanos con queso feta en polvo,Platanos con queso gouda rallado,Platanos con queso gouda en polvo,Platanos con queso blanco rallado,Platanos con queso blanco en polvo,Platanos con queso provolone rallado"
Equatorial Guinea,"Plantains,Fufu,Cassava,Yam,Rice,Fish,Maize,Beans,Bananas,Coconuts,Avocado,Sweet Potato,Cassava Fritters,Coconut Rice,Grilled Fish,Fried Plantains,Coconut Milk,Okra,Peanuts,Papaya,Mangoes,Pineapple,Cassava Cake,Plantain Chips,Fried Rice,Grilled Chicken,Fried Plantain Balls,Grilled Plantains,Yam Porridge,Cassava Bread,Chicken Stew,Beef Stew,Goat Stew,Fish Stew,Plantain Stew,Coconut Curry,Rice and Beans,Palm Oil Soup,Plantain Soup,Fish Soup,Plantain Pancakes,Plantain Fritters,Fried Plantain Pies,Fried Yams,Yam and Plantain Mash,Fish Sauce,Coconut Sauce,Peanut Sauce,Cassava Fritters,Coconut Fritters,Fried Bananas,Cassava Pudding,Coconut Pudding,Yam Pudding,Plantain Pudding,Okra Stew,Peanut Stew,Palm Nut Soup,Fish Balls,Groundnut Stew,Cassava Leaves,Fish Balls Soup,Cassava Leaves Soup,Okra Soup,Plantain Porridge,Plantain and Yam Porridge,Yam and Plantain Fritters,Grilled Fish with Plantains,Fried Plantain and Cassava,Bitter Leaf Stew,Fish and Plantain Stew,Coconut Fish Stew,Plantain and Peanut Stew,Plantain and Yam Stew,Yam and Coconut Stew,Fried Plantain and Yam,Fried Plantain and Coconut,Cassava Leaves Stew,Yam and Peanut Stew,Groundnut Soup,Coconut Milk Soup,Yam Soup,Plantain and Coconut Stew,Fish and Yam Stew,Plantain and Okra Stew,Coconut Rice and Beans,Rice and Plantains,Yam and Coconut Porridge,Yam and Plantain Curry,Plantain and Peanut Porridge,Coconut Fish Porridge,Plantain and Coconut Porridge,Yam and Coconut Porridge,Cassava and Plantain Porridge,Plantain and Coconut Cake,Yam and Plantain Cake,Cassava and Plantain Cake,Fried Plantain and Yam Balls,Fried Plantain and Cassava Balls,Fried Plantain and Coconut Balls"
Eritrea,"Injera,Zigni,Tibs,Tsebhi,Salata,Kitcha Fit-Fit,Gomen,Shiro,Gored Gored,Kitcha,Hamli,Shai,Bula,Sawa,Asa,Berbere,Kicha,Kebbeh,Tibsi,Tibs Gomen,Shiro Wat,Fit-Fit,Ambasha,Kitcha Fit-Fit,Kitcha Tibs,Genfo,Baze,Qurs,Sambusa,Gomen Besega,Kitcha Fit-Fit Besega,Kitcha Tibs Besega,Gomen Tibs,Gomen Tibs Besega,Doro Wot,Kebbeh,Shiro Wot,Qeywah,Buticha,Hamli Fit-Fit,Hamli Tibs,Hamli Tibs Besega,Hamli Fit-Fit Besega,Hamli Tibs Gomen,Hamli Tibs Gomen Besega,Hamli Fit-Fit Gomen,Hamli Fit-Fit Gomen Besega,Tsebhi Derho,Tsebhi Derho Besega,Tsebhi Derho Tibs,Tsebhi Derho Tibs Besega,Tsebhi Derho Fit-Fit,Tsebhi Derho Fit-Fit Besega,Tsebhi Derho Gomen,Tsebhi Derho Gomen Besega,Tsebhi Derho Tibs Gomen,Tsebhi Derho Tibs Gomen Besega,Tsebhi Derho Fit-Fit Gomen,Tsebhi Derho Fit-Fit Gomen Besega,Kitcha Tibs Derho,Kitcha Tibs Derho Besega,Kitcha Tibs Derho Tibs,Kitcha Tibs Derho Tibs Besega,Kitcha Tibs Derho Fit-Fit,Kitcha Tibs Derho Fit-Fit Besega,Kitcha Tibs Derho Gomen,Kitcha Tibs Derho Gomen Besega,Kitcha Tibs Derho Tibs Gomen,Kitcha Tibs Derho Tibs Gomen Besega,Kitcha Tibs Derho Fit-Fit Gomen,Kitcha Tibs Derho Fit-Fit Gomen Besega,Shiro Derho,Shiro Derho Besega,Shiro Derho Tibs,Shiro Derho Tibs Besega,Shiro Derho Fit-Fit,Shiro Derho Fit-Fit Besega,Shiro Derho Gomen,Shiro Derho Gomen Besega,Shiro Derho Tibs Gomen,Shiro Derho Tibs Gomen Besega,Shiro Derho Fit-Fit Gomen,Shiro Derho Fit-Fit Gomen Besega,Fit-Fit Derho,Fit-Fit Derho Besega,Fit-Fit Derho Tibs,Fit-Fit Derho Tibs Besega,Fit-Fit Derho Gomen,Fit-Fit Derho Gomen Besega,Fit-Fit Derho Tibs Gomen,Fit-Fit Derho Tibs Gomen Besega,Fit-Fit Derho Fit-Fit Gomen,Fit-Fit Derho Fit-Fit Gomen Besega,Genfo Derho,Genfo Derho Besega,Genfo Derho Tibs,Genfo Derho Tibs Besega,Genfo Derho Fit-Fit,Genfo Derho Fit-Fit Besega,Genfo Derho Gomen"
Estonia,"Rye bread,Black bread,Kama,Kringel,Kvass,Verivorst,Mulgikapsad,Sult,Porridge,Sauerkraut,Pickled cucumbers,Pickled herring,Smoked fish,Herring salad,Pea soup,Beetroot soup,Mushroom soup,Blood sausage,Horseradish,Mustard,Kama spread,Kama dip,Kama porridge,Kama cake,Kama bread,Kama cookies,Kama muffins,Kama pancakes,Kama pie,Kama pudding,Kama porridge,Kama soup,Kama stew,Kama dumplings,Kama patties,Kama pastries,Kama rolls,Kama kissel,Kama salad,Kama omelette,Kama pudding,Kama casserole,Kama croquettes,Kama patties,Kama burgers,Kama kebab,Kama kabab,Kama pancakes,Kama kissel,Kama porridge,Kama pancakes,Kama balls,Kama patties,Kama soup,Kama casserole,Kama croquette,Kama burger,Kama kebab,Kama kabab,Kama pie,Kama pudding,Kama omelette,Kama salad,Kama stew,Kama dumplings,Kama pastries,Kama rolls,Kama kissel,Kama casserole,Kama croquettes,Kama burgers,Kama kebab,Kama kabab,Kama pancakes,Kama kissel,Kama porridge,Kama pancakes,Kama balls,Kama patties,Kama soup,Kama casserole,Kama croquette,Kama burger,Kama kebab,Kama kabab,Kama pie,Kama pudding,Kama omelette,Kama salad,Kama stew,Kama dumplings,Kama pastries,Kama rolls,Kama kissel,Kama casserole,Kama croquettes,Kama burgers,Kama kebab,Kama kabab,Kama pancakes"
Ethiopia,"Injera,Doro Wat,Kinche,Teff,Tibs,Dabo Kolo,Boozena Shiro,Fit-Fit,Genfo,Gomen,Shiro,Gored Gored,Kitfo,Doro Tibs,Yatakilt,Atkilt Wot,Shimbra Asa,Bula,Yemisir Wot,Gomen Besega,Key Wat,Quanta Firfir,Yekik Alicha,Kek Alicha,Doro Alicha,Shiro Wat,Firfir,Shimbra Wot,Buticha,Atkilt Alicha,Ayib,Qocho,Ambasha,Kita,Kolo,Ayibe,Gebeta,Gomen Kitfo,Inerja Firfir,Dukka,Beyaynetu,Kinche Firfir,Ingudai Tibs,Niter Kibbeh,Quanta,Enkulal Firfir,Yatakilt Alicha,Shiro Tibs,Buticha Wot,Kinche Wot,Chechebsa,Kita Firfir,Firfir Tibs,Atkilt,Kinche Alicha,Dabo,Gomen Alicha,Genfo Firfir,Gomen Wot,Injera Wot,Kay Watt,Selata,Doro Firfir,Kolo Wot,Genfo Wot,Ambasha Wot,Yatakilt Wot,Bula Wot,Shimbra Alicha,Ambasha Alicha,Kita Alicha,Kinche Kitfo,Gomen Tibs,Doro Alicha,Kolo Tibs,Kolo Alicha,Kinche Tibs,Tibs Wot,Buticha Alicha,Quanta Alicha,Gebeta Wot,Kinche Kitfo Wot,Doro Kitfo,Enkulal Alicha,Doro Kitfo Wot,Kolo Kitfo,Gebeta Alicha,Kita Kitfo,Boozena Firfir,Kita Kitfo Wot,Genfo Alicha,Injera Alicha,Kita Wot,Kinche Kitfo Alicha,Kita Tibs,Inerja Alicha,Tibs Alicha,Quanta Tibs,Boozena Alicha,Doro Wot"
Faroe Islands,"Fish,Lamb,Whale,Halibut,Cod,Salmon,Herring,Mackerel,Trout,Sea Urchin,Seaweed,Roasted Lamb,Fermented Shark,Skerpikjøt,Puffin,Kiviak,Hangikjøt,Ræst,Blóðmör,Svið,Ræstur Fiskur,Høst,Kjøtboller,Fiskiskulingar,Koks,Fiskiklubbor,Fiskekjøt,Fiskekaker,Fiskesuppe,Fiskesalat,Fiskesuppe,Fiskesandwich,Fiskeskive,Fiskeburger,Fisketaco,Fiskesushi,Fiskesouffle,Fiskesalat,Fiskesuppe,Fiskesuppe,Fiskesuppe,Fiskesuppe,Fiskesuppe,Fiskesuppe,Fiskesuppe,Fiskesuppe,Fiskesuppe,Fiskesuppe,Fiskesuppe,Fiskesuppe,Fiskesuppe,Fiskesuppe,Fiskesuppe,Fiskesuppe,Fiskesuppe,Fiskesuppe,Fiskesuppe,Fiskesuppe,Fiskesuppe,Fiskesuppe,Fiskesuppe,Fiskesuppe,Fiskesuppe,Fiskesuppe,Fiskesuppe,Fiskesuppe,Fiskesuppe,Fiskesuppe,Fiskesuppe,Fiskesuppe,Fiskesuppe,Fiskesuppe,Fiskesuppe,Fiskesuppe,Fiskesuppe,Fiskesuppe,Fiskesuppe,Fiskesuppe,Fiskesuppe,Fiskesuppe,Fiskesuppe,Fiskesuppe,Fiskesuppe,Fiskesuppe,Fiskesuppe,Fiskesuppe,Fiskesuppe,Fiskesuppe,Fiskesuppe,Fiskesuppe,Fiskesuppe,Fiskesuppe,Fiskesuppe,Fiskesuppe,Fiskesuppe,Fiskesuppe,Fiskesuppe,Fiskesuppe,Fiskesuppe,Fiskesuppe"
Fiji,"Coconut,Fish,Taro,Cassava,Breadfruit,Rice,Sweet Potato,Yams,Papaya,Pineapple,Mango,Bananas,Lettuce,Tomatoes,Spinach,Cucumbers,Onions,Garlic,Chilli,Ginger,Curry,Coconut Milk,Coconut Water,Coconut Oil,Fish Sauce,Soy Sauce,Kava,Lovo,Palusami,Kokoda,Rourou,Vakalolo,Sasa,Rewa,Grog,Kava Juice,Fijian Bitter Melon,Fijian Eggplant,Fijian Pumpkin,Fijian Sweet Potato,Fijian Breadfruit,Fijian Taro,Fijian Cassava,Fijian Yam,Fijian Bamboo Shoot,Fijian Beans,Fijian Coconut,Fijian Coconut Cream,Fijian Coconut Water,Fijian Coconut Milk,Fijian Coconut Oil,Fijian Fish,Fijian Fish Curry,Fijian Fish Stew,Fijian Fish Sauce,Fijian Fish Soup,Fijian Chutney,Fijian Papaya,Fijian Pineapple,Fijian Mango,Fijian Bananas,Fijian Lettuce,Fijian Tomatoes,Fijian Spinach,Fijian Cucumbers,Fijian Onions,Fijian Garlic,Fijian Chilli,Fijian Ginger,Fijian Curry,Fijian Rice,Fijian Sausage,Fijian Pork,Fijian Chicken,Fijian Beef,Fijian Lamb,Fijian Duck,Fijian Snapper,Fijian Mahi Mahi,Fijian Tuna,Fijian Shrimp,Fijian Lobster,Fijian Crab,Fijian Mussels,Fijian Oysters,Fijian Octopus,Fijian Squid,Fijian Mussels,Fijian Clams,Fijian Scallops,Fijian Grouper,Fijian Mackerel,Fijian Sardines,Fijian Anchovies,Fijian Breadfruit,Fijian Fruit Salad,Fijian Papaya Jam,Fijian Pineapple Jam,Fijian Coconut Jam,Fijian Coconut Candy"
Finland,"Salmon,Herring,Reindeer,Rye Bread,Mashed Potatoes,Cloudberry Jam,Karelian Pies,Fish Soup,Pea Soup,Porridge,Meatballs,Berries,Lingonberry Jam,Cheese,Sausages,Pickled Fish,Beetroot Salad,Blini,Karelian Stew,Mustamakkara,Pulla,Pancakes,Pea Soup,Salmiakki,Mushroom Salad,Reindeer Stew,Rye Crackers,Karelian Hot Pot,Herring Salad,Lohikeitto,Apple Pie,Lingonberry Pie,Poronkäristys,Beetroot Soup,Cabbage Rolls,Joulutorttu,Oat Porridge,Karelian Casserole,Karelian Pasty,Salted Fish,Fried Salmon,Smoked Salmon,Salmon Soup,Salmon Pie,Salmon Pasties,Mashed Rutabaga,Blueberry Pie,Blueberry Soup,Blueberry Pancakes,Fried Herring,Herring Pie,Herring Salad,Herring Soup,Reindeer Steak,Reindeer Stew,Reindeer Sausage,Reindeer Pie,Rye Bread,Rye Porridge,Rye Crackers,Cheese Pie,Cheese Pancakes,Cheese Soup,Cheese Sandwich,Sausage Soup,Sausage Stew,Sausage Pie,Pickled Cucumber,Pickled Beetroot,Pickled Fish,Pickled Herring,Cloudberry Jam,Cloudberry Cake,Cloudberry Pie,Cloudberry Soup,Cloudberry Juice,Lingonberry Jam,Lingonberry Cake,Lingonberry Pie,Lingonberry Soup,Mustamakkara,Mustamakkara Pie,Mustamakkara Soup,Pulla,Pulla Cake,Pulla Pie,Pancakes,Pancake Soup,Pancake Pie,Blini,Blini Soup,Blini Pie,Karelian Pies,Karelian Casserole,Karelian Pasty,Karelian Hot Pot,Salmiakki,Salmiakki Cake,Salmiakki Pie,Salmiakki Soup"
