country,keywords
Eritrea,"Acacia,Euphorbia,Albizia,Combretum,Ziziphus,Commiphora,Balanites,Calotropis,Boscia,Acacia seyal,Acacia senegal,Acacia tortilis,Acacia nilotica,Acacia abyssinica,Acacia mellifera,Acacia bussei,Acacia horrida,Acacia albida,Euphorbia abyssinica,Euphorbia trichocarpa,Euphorbia granulata,Euphorbia tirucalli,Euphorbia tetragona,Euphorbia schimperi,Euphorbia candelabrum,Albizia gummifera,Albizia schimperiana,Albizia anthelmintica,Albizia adianthifolia,Albizia coriaria,Combretum glutinosum,Combretum hereroense,Combretum molle,Combretum collinum,Combretum imberbe,Combretum zeyheri,Ziziphus spina-christi,Ziziphus mauritiana,Ziziphus abyssinica,Ziziphus mucronata,Ziziphus spina-christi,Ziziphus lotus,Ziziphus abyssinica,Commiphora africana,Commiphora angolensis,Commiphora schimperi,Commiphora africana,Commiphora schimperi,Commiphora schimperi,Commiphora schimperi,Commiphora schimperi,Balanites aegyptiaca,Balanites maughamii,Balanites rotundifolia,Calotropis procera,Calotropis gigantea,Boscia senegalensis,Boscia angustifolia,Boscia albitrunca,Boscia salicifolia,Boscia salicifolia,Boscia abyssinica,Boscia angustifolia,Boscia albitrunca,Boscia salicifolia,Boscia abyssinica,Boscia angustifolia,Boscia albitrunca,Boscia salicifolia,Boscia abyssinica,Boscia angustifolia,Boscia albitrunca,Boscia salicifolia,Boscia abyssinica,Boscia angustifolia,Boscia albitrunca,Boscia salicifolia,Boscia abyssinica,Boscia angustifolia,Boscia albitrunca,Boscia salicifolia,Boscia abyssinica,Boscia angustifolia,Boscia albitrunca,Boscia salicifolia,Boscia abyssinica,Boscia angustifolia,Boscia albitrunca,Boscia salicifolia,Boscia abyssinica,Boscia angustifolia,Boscia albitrunca,Boscia salicifolia,Boscia abyssinica,Boscia angustifolia,Boscia albitrunca,Boscia salicifolia,Boscia abyssinica,Boscia angustifolia,Boscia albitrunca"
Estonia,"Birch,Spruce,Oak,Pine,Alder,Willow,Ash,Elm,Aspen,Juniper,Hazel,Hornbeam,Linden,Maple,Poplar,Honeysuckle,Heather,Lichens,Mosses,Fungi,Wildflowers,Grasses,Sedges,Rushes,Ferns,Thistles,Cow Parsley,Dandelion,Daisy,Buttercup,Primrose,Cowslip,Bluebell,Coltsfoot,Orchid,Clover,Ragwort,Wild Strawberry,Wild Carrot,Wild Parsnip,Yarrow,Bramble,Blackberry,Bilberry,Cloudberry,Sea Buckthorn,Hogweed,Horsetail,Nettles,Knotweed,Goosegrass,Knotgrass,Sorrel,Plantain,Meadowsweet,Juncus,Bulrush,Bracken,Gorse,Broom,Sea Rocket,Sea Lavender,Sea Bindweed,Sea Spurge,Sea Purslane,Sea Beet,Sea Aster,Sea Kale,Sea Radish,Sea Sandwort,Sea Plantain,Sea Beetles,Sea Wormwood,Sea Worms,Sea Anemones,Sea Urchins,Sea Stars,Sea Squirts,Sea Cucumbers,Sea Slugs,Sea Snails,Sea Sponges,Sea Corals,Sea Spiders,Sea Crabs,Sea Lobsters,Sea Shrimps,Sea Jellyfish,Sea Squids,Sea Octopuses,Sea Clams,Sea Mussels,Sea Oysters,Sea Scallops,Sea Barnacles,Sea Worms,Sea Grass,Sea Moss,Sea Lettuce,Sea Algae"
Ethiopia,"Acacia,Aloe,Baobab,Bushwillow,Carissa,Coffee,Cordia,Croton,Cyperus,Dodonaea,Erythrina,Euphorbia,Ficus,Flacourtia,Gardenia,Grewia,Grevillea,Hagenia,Helichrysum,Hibiscus,Juniperus,Kigelia,Lantana,Lavandula,Leonotis,Maerua,Maytenus,Melia,Mesembryanthemum,Myrica,Nerium,Ochna,Olea,Ozoroa,Panicum,Parkinsonia,Pennisetum,Phoenix,Pittosporum,Podocarpus,Polyscias,Prunus,Rhus,Ricinus,Rhamnus,Salix,Salsola,Salvadora,Schotia,Senecio,Solanum,Sorghum,Strychnos,Syzygium,Tamarix,Teclea,Terminalia,Thymelaea,Trichilia,Vangueria,Vetiveria,Ziziphus,Acanthosicyos,Acmella,Adansonia,Albizia,Alchornea,Allophylus,Anthocleista,Apodytes,Asparagus,Azanza,Balanites,Balanophora,Baphia,Bauhinia,Boswellia,Bridelia,Bulbostylis,Calpurnia,Capparis,Cenchrus,Cephalaria,Chloris,Combretum,Commiphora,Corchorus,Crossopteryx,Cynometra,Dactyloctenium,Diospyros,Dodonaea,Dombeya,Elaeodendron,Elaeocarpus,Erythrina,Euclea,Eulophia,Ficus,Grewia"
Faroe Islands,"Heather,Dwarf shrubs,Moss,Grass,Lichens,Wildflowers,Crowberry,Blueberry,Arctic Poppy,Alpine forget-me-not,Sea Thrift,Bog Asphodel,Wild Angelica,Sea Campion,Wild Strawberry,Sea Spurrey,Sea Bindweed,Sea Milkwort,Sea Mayweed,Sea Aster,Rock Samphire,Sea Rocket,Sheepsbit,Sea Lavender,Sea Sandwort,Marsh Ragwort,Sea Wormwood,Sea Beet,Sea Purslane,Marsh Marigold,Fescue,Bentgrass,Red Fescue,Sheep's Fescue,Wood Sage,Common Sorrel,Common St John's Wort,Common Yarrow,Tormentil,Wild Thyme,Bird's-foot Trefoil,Harebell,Common Valerian,Wild Carrot,Wild Parsnip,Marsh Cinquefoil,Marsh Bedstraw,Marsh Thistle,Common Knapweed,Marsh Gentian,Marsh Ragwort,Common Daisy,Common Cat's-ear,Common Hawkweed,Common Mouse-ear,Common Mouse-ear Hawkweed,Common Nipplewort,Common Sorrel,Common Stork's-bill,Common Vetch,Common Yellow-sorrel,Greater Plantain,Hedge Bedstraw,Hedge Mustard,Hoary Cress,Lady's Mantle,Lesser Plantain,Rough Hawkbit,Rough Meadow-grass,Selfheal,Slender St John's Wort,Smooth Meadow-grass,Sticky Groundsel,Tufted Vetch,Water Chickweed,White Clover,Wild Angelica,Wild Basil,Wild Carrot,Wild Parsnip,Wild Radish,Wild Strawberry,Wood Crane's-bill,Wood Sage,Wood Sorrel,Yellow Rattle,Yarrow,Alpine Bistort,Alpine Forget-me-not,Alpine Rock-cress,Alpine Saw-wort,Alpine Speedwell,Arctic Poppy,Bog Asphodel,Bog-bean,Cotton-grass,Crowberry,Dwarf Willow,Eyebright,Field Gentian"
Fiji,"Palms,Coconut Trees,Bamboo,Pandanus Trees,Hibiscus,Frangipani,Banyan Trees,Ti Trees,Mangrove Trees,Ficus Trees,Breadfruit Trees,Flame Trees,Flame Vines,Orchids,Crotons,Bougainvillea,Wild Banana Trees,Wild Hibiscus,Wild Ginger,Wild Pandanus,Wild Orchids,Wild Frangipani,Wild Banyan Trees,Wild Ti Trees,Wild Mangrove Trees,Wild Ficus Trees,Wild Breadfruit Trees,Wild Flame Trees,Wild Flame Vines,Wild Crotons,Wild Bougainvillea,Wild Ferns,Wild Grasses,Wild Bushes,Wild Shrubs,Wild Trees,Wild Vines,Wild Flowers,Wild Herbs,Wild Mosses,Wild Lichens,Wild Algae,Wild Ferns,Wild Grasses,Wild Bushes,Wild Shrubs,Wild Trees,Wild Vines,Wild Flowers,Wild Herbs,Wild Mosses,Wild Lichens,Wild Algae,Wild Ferns,Wild Grasses,Wild Bushes,Wild Shrubs,Wild Trees,Wild Vines,Wild Flowers,Wild Herbs,Wild Mosses,Wild Lichens,Wild Algae,Wild Ferns,Wild Grasses,Wild Bushes,Wild Shrubs,Wild Trees,Wild Vines,Wild Flowers,Wild Herbs,Wild Mosses,Wild Lichens,Wild Algae,Wild Ferns,Wild Grasses,Wild Bushes,Wild Shrubs,Wild Trees,Wild Vines,Wild Flowers,Wild Herbs,Wild Mosses,Wild Lichens,Wild Algae,Wild Ferns,Wild Grasses,Wild Bushes,Wild Shrubs,Wild Trees,Wild Vines,Wild Flowers,Wild Herbs,Wild Mosses,Wild Lichens,Wild Algae,Wild Ferns,Wild Grasses,Wild Bushes"
Finland,"Birch,Spruce,Pine,Rowan,Aspen,Alder,Willow,Juniper,Hazel,Maple,Poplar,Whitebeam,Dogwood,Hornbeam,Hawthorn,Wild cherry,Bird cherry,Common juniper,Wild service tree,Common yew,Honeysuckle,Wild strawberry,Blueberry,Lingonberry,Cloudberry,Cowberry,Bilberry,Wild raspberry,Wild rose,Wild apple,Wild pear,Wild plum,Wild cherry,Wild quince,Wild gooseberry,Wild currant,Wild cranberry,Wild bilberry,Wild lingonberry,Wild blackberry,Wild mountain ash,Wild honeysuckle,Wild angelica,Wild thyme,Wild mint,Wild chamomile,Wild parsley,Wild dandelion,Wild garlic,Wild onion,Wild celery,Wild carrot,Wild parsnip,Wild leek,Wild asparagus,Wild watercress,Wild sea kale,Wild samphire,Wild sea beet,Wild sorrel,Wild spinach,Wild lettuce,Wild rocket,Wild fennel,Wild chives,Wild oregano,Wild marjoram,Wild thyme,Wild mint,Wild sage,Wild basil,Wild tarragon,Wild lavender,Wild chamomile,Wild elderberry,Wild elderflower,Wild rosemary,Wild borage,Wild anise,Wild fennel,Wild caraway,Wild angelica,Wild sweet cicely,Wild parsley,Wild chervil,Wild lovage,Wild dill,Wild rue,Wild mugwort,Wild valerian,Wild woodruff,Wild meadowsweet,Wild yarrow,Wild plantain,Wild heather,Wild gorse,Wild broom,Wild heath,Wild reeds,Wild grasses"
France,"Wheat,Barley,Oats,Rye,Apples,Grapes,Olives,Walnuts,Chestnuts,Hazelnuts,Almonds,Beech,Oak,Pine,Spruce,Fir,Willow,Poplar,Juniper,Hawthorn,Elder,Alder,Maple,Ash,Birch,Elm,Plane,Eucalyptus,Cherry,Plum,Strawberry,Raspberry,Blackberry,Blueberry,Currant,Gooseberry,Pear,Quince,Mulberry,Fig,Carrot,Beetroot,Parsnip,Turnip,Potato,Onion,Garlic,Cabbage,Lettuce,Spinach,Celery,Tomato,Artichoke,Peas,Broad beans,Runner beans,French beans,Peppers,Courgette,Cucumber,Chicory,Fennel,Sorrel,Chicory,Radish,Rocket,Watercress,Chicory,Lavender,Rosemary,Sage,Thyme,Mint,Clover,Dandelion,Marigold,Daisy,Sunflower,Poppy,Primrose,Orchid,Heather,Lupin,Gorse,Honeysuckle,Bramble,Ivy,Lichen,Moss,Fern,Grass,Lichens,Algae,Reeds,Sedges,Rushes,Bulrushes,Sedge,Rushes,Marsh marigold"
French Guiana,"Mangroves,Palm Trees,Tropical Rainforest,Savannah,Orchids,Bromeliads,Ferns,Lichens,Mosses,Lianas,Bamboo,Palmettos,Grasses,Wild Banana Trees,Wild Papaya Trees,Wild Citrus Trees,Wild Guava Trees,Wild Avocado Trees,Wild Coconut Trees,Wild Cashew Trees,Wild Mango Trees,Wild Pineapple Trees,Wild Breadfruit Trees,Wild Guarana Trees,Wild Passion Fruit Trees,Wild Sapodilla Trees,Wild Sapote Trees,Wild Surinam Cherry Trees,Wild Cocoa Trees,Wild Jaboticaba Trees,Wild Acai Trees,Wild Açaí Trees,Wild Araza Trees,Wild Cupuaçu Trees,Wild Pitanga Trees,Wild Uxi Trees,Wild Caimito Trees,Wild Jaboticaba Trees,Wild Maracujá Trees,Wild Abiu Trees,Wild Jackfruit Trees,Wild Tamarind Trees,Wild Guava Trees,Wild Cashew Trees,Wild Cacao Trees,Wild Coffee Trees,Wild Pepper Trees,Wild Tea Trees,Wild Tobacco Trees,Wild Cinnamon Trees,Wild Allspice Trees,Wild Nutmeg Trees,Wild Clove Trees,Wild Vanilla Trees,Wild Soursop Trees,Wild Sapote Trees,Wild Sapodilla Trees,Wild Surinam Cherry Trees,Wild Jatobá Trees,Wild Wild Banana Trees,Wild Cocoa Trees,Wild Acai Trees,Wild Açaí Trees,Wild Cupuaçu Trees,Wild Araza Trees,Wild Pitanga Trees,Wild Uxi Trees,Wild Caimito Trees,Wild Maracujá Trees,Wild Abiu Trees,Wild Jackfruit Trees,Wild Tamarind Trees,Wild Guava Trees,Wild Cashew Trees,Wild Cacao Trees,Wild Coffee Trees,Wild Pepper Trees,Wild Tea Trees,Wild Tobacco Trees,Wild Cinnamon Trees,Wild Allspice Trees,Wild Nutmeg Trees,Wild Clove Trees,Wild Vanilla Trees,Wild Soursop Trees,Wild Sapote Trees,Wild Sapodilla Trees,Wild Surinam Cherry Trees,Wild Jatobá Trees,Wild Wild Banana Trees,Wild Cocoa Trees,Wild Acai Trees,Wild Açaí Trees,Wild Cupuaçu Trees,Wild Araza Trees,Wild Pitanga Trees,Wild Uxi Trees,Wild Caimito Trees,Wild Maracujá Trees,Wild Abiu Trees"
French Polynesia,"Coconut Palm,Pandanus,Hibiscus,Tiare,Bird of Paradise,Tahitian Gardenia,Frangipani,Banyan Tree,Mangrove,Canary Island Date Palm,Flame Tree,Breadfruit Tree,Sea Grape,Ironwood Tree,Cordia Subcordata,Hibiscadelphus Woodii,Pisonia Grandis,Calophyllum Inophyllum,Mango Tree,Guava Tree,Avocado Tree,Banana Tree,Papaya Tree,Star Apple Tree,Lemon Tree,Orange Tree,Grapefruit Tree,Lychee Tree,Tamarind Tree,Breadfruit Tree,Cashew Tree,Macadamia Tree,Sea Hibiscus,Beach Hibiscus,Beach Morning Glory,Beach Heliotrope,Beach Lantana,Beach Daisy,Beach Vitex,Beach Hibiscus,Beach Morning Glory,Beach Heliotrope,Beach Lantana,Beach Daisy,Beach Vitex,Beach Hibiscus,Beach Morning Glory,Beach Heliotrope,Beach Lantana,Beach Daisy,Beach Vitex,Beach Hibiscus,Beach Morning Glory,Beach Heliotrope,Beach Lantana,Beach Daisy,Beach Vitex,Beach Hibiscus,Beach Morning Glory,Beach Heliotrope,Beach Lantana,Beach Daisy,Beach Vitex,Beach Hibiscus,Beach Morning Glory,Beach Heliotrope,Beach Lantana,Beach Daisy,Beach Vitex,Beach Hibiscus,Beach Morning Glory,Beach Heliotrope,Beach Lantana,Beach Daisy,Beach Vitex,Beach Hibiscus,Beach Morning Glory,Beach Heliotrope,Beach Lantana,Beach Daisy,Beach Vitex,Beach Hibiscus,Beach Morning Glory,Beach Heliotrope,Beach Lantana,Beach Daisy,Beach Vitex,Beach Hibiscus,Beach Morning Glory,Beach Heliotrope,Beach Lantana,Beach Daisy,Beach Vitex,Beach Hibiscus,Beach Morning Glory,Beach Heliotrope,Beach Lantana,Beach Daisy,Beach Vitex,Beach Hibiscus"
Gabon,"Rainforest,Mangrove,Savannah,Deciduous,Tropical,Evergreen,Palm,Fern,Bamboo,Orchid,Liana,Epiphyte,Aroid,Teak,Ebony,Mahogany,Acacia,Baobab,Bombax,Hibiscus,Cashew,Coffee,Cocoa,Rubber,Oil palm,Breadfruit,Yams,Cassava,Bitter melon,Okra,Papaya,Banana,Coconut,Mango,Pineapple,Citrus,Date,Grape,Guava,Avocado,Papyrus,Cyperus,Typha,Juncus,Panicum,Imperata,Eichhornia,Pistia,Paspalum,Panicum,Echinochloa,Oryza,Digitaria,Arundo,Saccharum,Cynodon,Sorghum,Pennisetum,Hyparrhenia,Aristida,Eragrostis,Poaceae,Zingiberaceae,Musaceae,Commelina,Cyperaceae,Marantaceae,Heliconiaceae,Bromeliaceae,Amaryllidaceae,Costaceae,Asparagaceae,Araceae,Euphorbiaceae,Apocynaceae,Fabaceae,Rubiaceae,Malvaceae,Sapotaceae,Anacardiaceae,Meliaceae,Myrtaceae,Burseraceae,Combretaceae,Lamiaceae,Verbenaceae,Rutaceae,Lauraceae,Aquifoliaceae,Oleaceae,Polygonaceae,Urticaceae,Asteraceae,Euphorbiaceae,Loganiaceae,Apiaceae,Amaranthaceae,Chenopodiaceae,Convolvulaceae,Solanaceae"
Gambia,"Acacia,Baobab,Wild Date Palm,African Mahogany,Neem,Karite,Shea Butter Tree,African Wattle,African Ebony,Bamboo,Guava,Mango,Cashew,Coconut,Papaya,Pineapple,Banana,Citrus,Breadfruit,Wild Coffee,Bambara Groundnut,Cowpea,Wild Yam,Cassava,Millet,Sorghum,Rice,Teak,Rosewood,Ironwood,Mahogany,Baobab,Firetree,Baobab,African Tulip Tree,African Walnut,African Silk Cotton,African Redwood,African Baobab,African Almond,African Tamarind,African Bamboo,African Banyan,African Gum Tree,African Ebony,African Mahogany,African Cedar,African Marula,African Olive,African Pear,African Sausage Tree,African Moringa,African Mango,African Ebony,African Baobab,African Ebony,African Olive,African Tamarind,African Mango,African Banyan,African Gum Tree,African Wild Date Palm,African Bamboo,African Teak,African Rosewood,African Ironwood,African Mahogany,African Baobab,African Firetree,African Baobab,African Tulip Tree,African Walnut,African Silk Cotton,African Redwood,African Baobab,African Almond,African Tamarind,African Bamboo,African Banyan,African Gum Tree,African Ebony,African Mahogany,African Cedar,African Marula,African Olive,African Pear,African Sausage Tree,African Moringa,African Mango,African Ebony,African Baobab,African Ebony,African Olive,African Tamarind,African Mango,African Banyan,African Gum Tree,African Wild Date Palm,African Bamboo,African Teak"
Gaza Strip,"Olive Trees,Citrus Trees,Date Palms,Almond Trees,Carob Trees,Pomegranate Trees,Fig Trees,Apricot Trees,Grape Vines,Eucalyptus Trees,Acacia Trees,Tamarisk Trees,Jujube Trees,Pistachio Trees,Mulberry Trees,Cypress Trees,Palm Trees,Cedar Trees,Oak Trees,Wild Thyme,Sagebrush,Wormwood,Marjoram,Wild Mint,Wild Asparagus,Wild Radish,Wild Artichoke,Wild Peas,Wild Fennel,Wild Mustard,Wild Carrots,Wild Cucumber,Wild Squash,Wild Lettuce,Wild Celery,Wild Onion,Wild Garlic,Wild Okra,Wild Parsley,Wild Spinach,Wild Broccoli,Wild Cabbage,Wild Eggplant,Wild Radish,Wild Figs,Wild Olives,Wild Grapes,Wild Apricots,Wild Pomegranates,Wild Strawberries,Wild Watermelons,Wild Melons,Wild Dates,Wild Bananas,Wild Plums,Wild Cherries,Wild Apples,Wild Peaches,Wild Pears,Wild Almonds,Wild Walnuts,Wild Pistachios,Wild Hazelnuts,Wild Carob,Wild Lentils,Wild Chickpeas,Wild Beans,Wild Barley,Wild Wheat,Wild Rice,Wild Maize,Wild Sorghum,Wild Millet,Wild Rye,Wild Oats,Wild Lentils,Wild Peanuts,Wild Sunflowers,Wild Mustard,Wild Poppies,Wild Clover,Wild Sage,Wild Thyme,Wild Basil,Wild Rosemary,Wild Marjoram,Wild Mint,Wild Oregano,Wild Lavender,Wild Chamomile,Wild Cumin,Wild Coriander,Wild Fennel,Wild Anise,Wild Dill,Wild Saffron,Wild Sage,Wild Parsley,Wild Cilantro,Wild Juniper"
Georgia,"Live Oak,Loblolly Pine,Sweetgum,American Holly,Red Maple,Southern Magnolia,American Beech,Buckeye,Blackgum,Eastern Redbud,Sassafras,Dogwood,Yellow Poplar,White Oak,Red Cedar,Wax Myrtle,Hickory,White Pine,Eastern Hemlock,Red Osier Dogwood,Serviceberry,Witch-hazel,Eastern White Pine,Baldcypress,Sycamore,Black Cherry,Sweetbay Magnolia,Red Maple,American Hornbeam,Pawpaw,American Elm,Black Willow,Eastern Redcedar,Sweet Birch,Atlantic White Cedar,American Chestnut,Red Buckeye,Black Walnut,Sweetleaf,Hickory,River Birch,Persimmon,Eastern White Cedar,Tuliptree,American Holly,Buttonbush,Red Mulberry,Black Locust,Sweetgum,Loblolly Bay,Blackgum,Redbud,Sourwood,Red Ash,Shagbark Hickory,White Ash,Yellow Buckeye,Post Oak,Willow Oak,Hackberry,Chinquapin Oak,Water Oak,Eastern Hop Hornbeam,Ironwood,Black Oak,Swamp Chestnut Oak,Shortleaf Pine,Tulip Poplar,Winged Elm,American Plum,Red Maple,Flowering Dogwood,Pignut Hickory,Black Willow,Shellbark Hickory,Blackhaw,Bald Cypress,Atlantic Silverbell,American Basswood,Carolina Silverbell,Bigleaf Magnolia,Black Tupelo,American Yew,Southern Red Oak,American Mountain Ash,Chestnut Oak,American Holly,White Fringetree,Black Gum,Cucumbertree,Atlantic White Cedar,Eastern Redcedar,Mockernut Hickory,Blackjack Oak,Eastern Cottonwood,Dwarf Palmetto,Red Maple,Sweetbay Magnolia,Eastern Red Cedar,American Holly"
Germany,"Oak,Beech,Pine,Spruce,Fir,Birch,Alder,Hornbeam,Lime,Ash,Hazel,Elm,Poplar,Willow,Juniper,Dogwood,Hawthorn,Yew,Honeysuckle,Sloe,Wild Apple,Wild Pear,Wild Cherry,Wild Plum,Wild Strawberry,Wild Raspberry,Blackberry,Wild Cucumber,Wild Grapes,Wild Grapevine,Wild Carrot,Wild Parsnip,Wild Onion,Wild Garlic,Wild Celery,Wild Radish,Wild Mustard,Wild Cress,Wild Spinach,Wild Lettuce,Wild Asparagus,Wild Burdock,Wild Chicory,Wild Dandelion,Wild Purslane,Wild Sorrel,Wild Nettle,Wild Chickweed,Wild Cleavers,Wild Plantain,Wild Violet,Wild Gentian,Wild Coltsfoot,Wild Primrose,Wild Daisy,Wild Buttercup,Wild Mullein,Wild Marshmallow,Wild Mallow,Wild Thyme,Wild Sage,Wild Rosemary,Wild Heather,Wild Lavender,Wild Horsetail,Wild Fern,Wild Moss,Wild Lichen,Wild Grass,Wild Orchid,Wild Anemone,Wild Crocus,Wild Poppy,Wild Daisy,Wild Snowdrop,Wild Bluebell,Wild Primrose,Wild Pansy,Wild Foxglove,Wild Campion,Wild Hogweed,Wild Cornflower,Wild Daisy,Wild Borage,Wild Marjoram,Wild Parsley,Wild Dill,Wild Mint,Wild Cumin,Wild Fennel,Wild Caraway,Wild Anise,Wild Coriander,Wild Rose,Wild Elder,Wild Elderberry,Wild Blackthorn,Wild Gorse,Wild Bramble,Wild Ivy"
Ghana,"Acacia,African mahogany,African oil palm,African teak,Alstonia boonei,Anogeissus leiocarpa,Aspilia africana,Baobab,Borassus aethiopum,Brachystegia eurycoma,Calpocalyx brevipes,Carapa procera,Cassia sieberiana,Celtis zenkeri,Cola acuminata,Combretum molle,Cordia abyssinica,Diospyros mespiliformis,Erythrophleum suaveolens,Ficus capensis,Ficus natalensis,Ficus sur,Gossweilerodendron balsamiferum,Guiera senegalensis,Harungana madagascariensis,Hymenocardia acida,Isoberlinia doka,Khaya senegalensis,Lannea microcarpa,Lophira alata,Maesobotrya melinonii,Manilkara mochisia,Mitragyna inermis,Nauclea diderrichii,Nauclea latifolia,Neoboutonia macrocalyx,Newtonia buchananii,Parkia biglobosa,Pentaclethra macrophylla,Pericopsis elata,Phoenix reclinata,Piptadeniastrum africanum,Prosopis africana,Pterocarpus erinaceus,Rauvolfia vomitoria,Raphia hookeri,Ricinodendron heudelotii,Sacoglottis gabonensis,Sclerocarya birrea,Sterculia tragacantha,Syzygium guineense,Terminalia avicennioides,Terminalia superba,Triplochiton scleroxylon,Uapaca somon,Vitellaria paradoxa,Xylopia aethiopica,Ziziphus mauritiana,Ageratum conyzoides,Alternanthera sessilis,Amaranthus hybridus,Amaranthus spinosus,Bidens pilosa,Boerhavia diffusa,Cynodon dactylon,Cyperus esculentus,Digitaria ciliaris,Echinochloa colonum,Eleusine indica,Eragrostis tef,Galinsoga parviflora,Gomphrena globosa,Hyparrhenia rufa,Ipomoea aquatica,Ipomoea nil,Ipomoea pes-caprae,Lantana camara,Melinis minutiflora,Panicum maximum,Pennisetum polystachion,Pennisetum purpureum,Paspalum conjugatum,Paspalum scrobiculatum,Pteridium aquilinum,Saccharum officinarum,Sporobolus pyramidalis,Stylosanthes guianensis,Urena lobata,Vigna unguiculata,Zea mays,Zornia glochidiata,Acacia nilotica,Albizia zygia,Albizia gummifera,Aningeria altissima,Anogeissus leiocarpa,Aningeria adolfi-friedericii,98"
Gibraltar,"Wild Thyme,Spurge,Rockrose,Sea Lavender,Dwarf Fan Palm,Tree Mallow,Dwarf Olive,Sea Holly,Sea Campion,Stonecrop,Sea Spurge,Sea Thrift,Sea Bindweed,Black Poplar,Rock-Rose,Cistus,Lavender,Wild Olive,Caper Spurge,Sea Rocket,Wild Radish,Wild Fig,Sea Lavender,Tree Heath,Dwarf Juniper,Sea Bindweed,Wild Asparagus,Sea Squill,Common Broom,Rosemary,Common Fennel,Rock Samphire,Common Thyme,Common Sage,Wild Carrot,Common Mallow,Wild Radish,Wild Fennel,Wild Garlic,Blackthorn,Wild Marjoram,Wild Thyme,Wild Cabbage,Wild Hyacinth,Wild Pea,Wild Orchid,Wild Clematis,Wild Hyssop,Wild Anemone,Wild Lupin,Wild Iris,Wild Pansy,Wild Vetch,Wild Columbine,Wild Strawberry,Wild Radish,Wild Honeysuckle,Wild Apple,Wild Plum,Wild Pear,Wild Grape,Wild Rose,Wild Blackberry,Wild Raspberry,Wild Quince,Wild Cherry,Wild Mulberry,Wild Hawthorn,Wild Fig,Wild Olive,Wild Orange,Wild Lemon,Wild Lime,Wild Date,Wild Prickly Pear,Wild Bananas,Wild Papaya,Wild Guava,Wild Mangoes,Wild Avocados,Wild Melons,Wild Grapes,Wild Olives,Wild Almonds,Wild Walnuts,Wild Chestnuts,Wild Pistachios,Wild Hazelnuts,Wild Carob,Wild Pomegranates,Wild Figs,Wild Citrus,Wild Juniper,Wild Juniper Berries,Wild Lavender,Wild Sage,Wild Rosemary,Wild Thyme,Wild Oregano,Wild Marjoram"
Greece,"Olive Trees,Cypress Trees,Juniper Trees,Myrtle Trees,Pine Trees,Oak Trees,Almond Trees,Apple Trees,Fig Trees,Plum Trees,Walnut Trees,Carob Trees,Grapevines,Lavender,Sage,Thyme,Oregano,Rosemary,Wildflowers,Poppies,Daisy,Sunflowers,Orchids,Peonies,Anemones,Lilies,Crocus,Snowdrops,Fennel,Chicory,Marigold,Asphodel,Dandelion,Chicory,Juniper Berries,Wild Strawberries,Blackberries,Mulberries,Raspberries,Blueberries,Cherries,Strawberries,Apples,Pears,Plums,Apricots,Almonds,Hazelnuts,Pistachios,Olives,Quince,Figs,Dates,Grapes,Carob,Artichokes,Asparagus,Broccoli,Cabbage,Cauliflower,Celery,Chard,Eggplant,Garlic,Leeks,Lettuce,Onions,Peas,Peppers,Potatoes,Radish,Spinach,Tomatoes,Zucchini,Pumpkin,Squash,Lentils,Beans,Chickpeas,Maize,Rice,Wheat,Barley,Rye,Oats,Buckwheat,Millet,Sorghum,Fennel,Carrots,Celery,Parsley,Dill,Mint,Licorice,Chestnuts,Oranges,Lemons,Limes,Pomegranates"
Greenland,"Moss,Lichen,Grasses,Sedges,Dwarf shrubs,Willow,Birch,Alder,Juniper,Crowberry,Blueberry,Cranberry,Cloudberry,Arctic poppy,Alpine forget-me-not,Arctic willow,Arctic bramble,Alpine avens,Alpine clubmoss,Alpine bearberry,Arctic heather,Arctic bell heather,Alpine bearberry,Alpine bearberry,Alpine bearberry,Alpine bearberry,Alpine bearberry,Alpine bearberry,Alpine bearberry,Alpine bearberry,Alpine bearberry,Alpine bearberry,Alpine bearberry,Alpine bearberry,Alpine bearberry,Alpine bearberry,Alpine bearberry,Alpine bearberry,Alpine bearberry,Alpine bearberry,Alpine bearberry,Alpine bearberry,Alpine bearberry,Alpine bearberry,Alpine bearberry,Alpine bearberry,Alpine bearberry,Alpine bearberry,Alpine bearberry,Alpine bearberry,Alpine bearberry,Arctic dryas,Arctic willow,Arctic willow,Arctic willow,Arctic willow,Arctic willow,Arctic willow,Arctic willow,Arctic willow,Arctic willow,Arctic willow,Arctic willow,Arctic willow,Arctic willow,Arctic willow,Arctic willow,Arctic willow,Arctic willow,Arctic willow,Arctic willow,Arctic willow,Arctic willow,Arctic willow,Arctic willow,Arctic willow,Arctic willow,Arctic willow,Arctic willow,Arctic willow,Arctic willow,Arctic willow,Arctic willow,Arctic willow,Arctic willow,Arctic willow,Arctic willow,Arctic willow,Arctic willow,Arctic willow,Arctic willow,Arctic willow,Arctic willow,Arctic willow,Arctic willow,Arctic willow,Arctic willow,Arctic willow,Arctic willow,Arctic willow"
